Record Length,2500,Points,-2.60E-03,0,,Record Length,2500,Points,-2.60E-03,-4.00E-02
Sample Interval,2.00E-06,s,-2.60E-03,0,,Sample Interval,2.00E-06,s,-2.60E-03,0
Trigger Point,1.30E+03,Samples,-2.60E-03,0,,Trigger Point,1.30E+03,Samples,-2.60E-03,0
,,,-2.60E-03,0,,,,,-2.60E-03,0
,,,-2.60E-03,2.00E-01,,,,,-2.60E-03,0
,,,-2.59E-03,0,,,,,-2.59E-03,0
Source,CH1,,-2.59E-03,0,,Source,CH2,,-2.59E-03,-4.00E-02
Vertical Units,Volts,,-2.59E-03,0,,Vertical Units,Volts,,-2.59E-03,0
Vertical Scale,5.00000007,,-2.59E-03,0,,Vertical Scale,1.00E+00,,-2.59E-03,-4.00E-02
Vertical Offset,0,,-2.59E-03,0,,Vertical Offset,0,,-2.59E-03,-4.00E-02
Horizontal Units,s,,-2.58E-03,0,,Horizontal Units,s,,-2.58E-03,-4.00E-02
Horizontal Scale,5.00E-04,,-2.58E-03,2.00E-01,,Horizontal Scale,5.00E-04,,-2.58E-03,-4.00E-02
Pt Fmt,Y,,-2.58E-03,0,,Pt Fmt,Y,,-2.58E-03,-4.00E-02
Yzero,1.60E-01,,-2.58E-03,0,,Yzero,-1.56,,-2.58E-03,-4.00E-02
Probe Atten,1,,-2.58E-03,0,,Probe Atten,1,,-2.58E-03,-4.00E-02
,,,-2.57E-03,0,,,,,-2.57E-03,-4.00E-02
Note,TDS 1002B - 3:05:11 PM   2/19/2025,,-2.57E-03,0,,Note,TDS 1002B - 3:05:11 PM   2/19/2025,,-2.57E-03,-4.00E-02
,,,-2.57E-03,0,,,,,-2.57E-03,-4.00E-02
,,,-2.57E-03,0,,,,,-2.57E-03,0
,,,-2.57E-03,0,,,,,-2.57E-03,0
,,,-2.56E-03,0,,,,,-2.56E-03,0
,,,-2.56E-03,0,,,,,-2.56E-03,0
,,,-2.56E-03,0,,,,,-2.56E-03,0
,,,-2.56E-03,0,,,,,-2.56E-03,0
,,,-2.56E-03,0,,,,,-2.56E-03,0
,,,-2.55E-03,0,,,,,-2.55E-03,-4.00E-02
,,,-2.55E-03,0,,,,,-2.55E-03,-4.00E-02
,,,-2.55E-03,0,,,,,-2.55E-03,-4.00E-02
,,,-2.55E-03,0,,,,,-2.55E-03,-4.00E-02
,,,-2.55E-03,0,,,,,-2.55E-03,-4.00E-02
,,,-2.54E-03,0,,,,,-2.54E-03,-4.00E-02
,,,-2.54E-03,0,,,,,-2.54E-03,-4.00E-02
,,,-2.54E-03,0,,,,,-2.54E-03,0
,,,-2.54E-03,0,,,,,-2.54E-03,0
,,,-2.54E-03,0,,,,,-2.54E-03,0
,,,-2.53E-03,0,,,,,-2.53E-03,0
,,,-2.53E-03,0,,,,,-2.53E-03,0
,,,-2.53E-03,0,,,,,-2.53E-03,-4.00E-02
,,,-2.53E-03,0,,,,,-2.53E-03,0
,,,-2.53E-03,0,,,,,-2.53E-03,-4.00E-02
,,,-2.52E-03,0,,,,,-2.52E-03,0
,,,-2.52E-03,0,,,,,-2.52E-03,-4.00E-02
,,,-2.52E-03,0,,,,,-2.52E-03,-4.00E-02
,,,-2.52E-03,0,,,,,-2.52E-03,-4.00E-02
,,,-2.52E-03,0,,,,,-2.52E-03,-4.00E-02
,,,-2.51E-03,2.00E-01,,,,,-2.51E-03,-4.00E-02
,,,-2.51E-03,0,,,,,-2.51E-03,-4.00E-02
,,,-2.51E-03,0,,,,,-2.51E-03,-4.00E-02
,,,-2.51E-03,0,,,,,-2.51E-03,0
,,,-2.51E-03,0,,,,,-2.51E-03,0
,,,-2.50E-03,0,,,,,-2.50E-03,0
,,,-2.50E-03,0,,,,,-2.50E-03,0
,,,-2.50E-03,0,,,,,-2.50E-03,0
,,,-2.50E-03,0,,,,,-2.50E-03,-4.00E-02
,,,-2.50E-03,0,,,,,-2.50E-03,-4.00E-02
,,,-2.49E-03,0,,,,,-2.49E-03,-4.00E-02
,,,-2.49E-03,0,,,,,-2.49E-03,-4.00E-02
,,,-2.49E-03,0,,,,,-2.49E-03,-4.00E-02
,,,-2.49E-03,0,,,,,-2.49E-03,-4.00E-02
,,,-2.49E-03,0,,,,,-2.49E-03,-4.00E-02
,,,-2.48E-03,0,,,,,-2.48E-03,0
,,,-2.48E-03,0,,,,,-2.48E-03,-4.00E-02
,,,-2.48E-03,0,,,,,-2.48E-03,-4.00E-02
,,,-2.48E-03,0,,,,,-2.48E-03,-4.00E-02
,,,-2.48E-03,0,,,,,-2.48E-03,0
,,,-2.47E-03,0,,,,,-2.47E-03,0
,,,-2.47E-03,2.00E-01,,,,,-2.47E-03,0
,,,-2.47E-03,0,,,,,-2.47E-03,0
,,,-2.47E-03,0,,,,,-2.47E-03,0
,,,-2.47E-03,0,,,,,-2.47E-03,0
,,,-2.46E-03,0,,,,,-2.46E-03,0
,,,-2.46E-03,0,,,,,-2.46E-03,-4.00E-02
,,,-2.46E-03,0,,,,,-2.46E-03,-4.00E-02
,,,-2.46E-03,0,,,,,-2.46E-03,-4.00E-02
,,,-2.46E-03,0,,,,,-2.46E-03,-4.00E-02
,,,-2.45E-03,0,,,,,-2.45E-03,-4.00E-02
,,,-2.45E-03,0,,,,,-2.45E-03,-4.00E-02
,,,-2.45E-03,0,,,,,-2.45E-03,0
,,,-2.45E-03,0,,,,,-2.45E-03,0
,,,-2.45E-03,0,,,,,-2.45E-03,0
,,,-2.44E-03,0,,,,,-2.44E-03,0
,,,-2.44E-03,0,,,,,-2.44E-03,-4.00E-02
,,,-2.44E-03,0,,,,,-2.44E-03,0
,,,-2.44E-03,0,,,,,-2.44E-03,0
,,,-2.44E-03,0,,,,,-2.44E-03,0
,,,-2.43E-03,0,,,,,-2.43E-03,0
,,,-2.43E-03,0,,,,,-2.43E-03,0
,,,-2.43E-03,0,,,,,-2.43E-03,0
,,,-2.43E-03,0,,,,,-2.43E-03,-4.00E-02
,,,-2.43E-03,0,,,,,-2.43E-03,-4.00E-02
,,,-2.42E-03,0,,,,,-2.42E-03,-8.00E-02
,,,-2.42E-03,0,,,,,-2.42E-03,-4.00E-02
,,,-2.42E-03,0,,,,,-2.42E-03,-4.00E-02
,,,-2.42E-03,0,,,,,-2.42E-03,-4.00E-02
,,,-2.42E-03,0,,,,,-2.42E-03,0
,,,-2.41E-03,0,,,,,-2.41E-03,0
,,,-2.41E-03,0,,,,,-2.41E-03,0
,,,-2.41E-03,0,,,,,-2.41E-03,0
,,,-2.41E-03,0,,,,,-2.41E-03,0
,,,-2.41E-03,0,,,,,-2.41E-03,0
,,,-2.40E-03,0,,,,,-2.40E-03,-4.00E-02
,,,-2.40E-03,0,,,,,-2.40E-03,-4.00E-02
